game_name,link,genres,release_year,number_of_reviews_from_purchased_people,game_avg_hrs_played,overall_player_rating,game_id
Golf With Your Friends,https://store.steampowered.com/app/431240/Golf_With_Your_Friends?snr=1_category_4_sportsandracing_salebrowseall,multiplayer casual mini_golf sports golf indie funny family_friendly co-op singleplayer early_access physics simulation strategy great_soundtrack local_multiplayer difficult memes massively_multiplayer action,2020,42674.0,49.954654414702354,Very Positive,81
Wrestling Empire,https://store.steampowered.com/app/1620340/Wrestling_Empire?snr=1_category_4_sportsandracing_100727,sports wrestling 3d_fighter character_customization simulation choices_matter 3d beat_em_up immersive_sim cartoony colorful third_person martial_arts 1980s combat 4_player_local local_co-op local_multiplayer singleplayer multiplayer,2021,2172.0,79.44347379239466,Overwhelmingly Positive,221
STAR WARS™ Battlefront™ II,https://store.steampowered.com/app/1237950/STAR_WARS_Battlefront_II?snr=1_category_4_adventure_salebrowseall,multiplayer shooter singleplayer action third-person_shooter space fps sci-fi co-op combat online_co-op vehicular_combat first-person third_person adventure pvp aliens controller tactical character_customization,2017,51748.0,103.84741641337386,Very Positive,151
Titanfall® 2,https://store.steampowered.com/app/1237970/Titanfall_2?snr=1_category_4_action_100727,fps mechs multiplayer shooter action singleplayer parkour sci-fi first-person futuristic pvp combat military fast-paced team-based time_travel hero_shooter violent co-op gore,2016,206259.0,82.74855202716198,Overwhelmingly Positive,188
STAR WARS Jedi: Survivor™,https://store.steampowered.com/app/1774580/STAR_WARS_Jedi_Survivor?snr=1_category_4_adventure_salebrowseall,action adventure singleplayer third_person souls-like sci-fi open_world action-adventure story_rich space swordplay parkour exploration combat character_customization rpg atmospheric great_soundtrack difficult multiplayer,2023,51497.0,43.42554890219561,Mixed,150
Grand Theft Auto V,https://store.steampowered.com/app/271590/Grand_Theft_Auto_V?snr=1_category_4_action_salebrowseall,open_world action multiplayer crime automobile_sim third_person first-person mature shooter adventure singleplayer third-person_shooter racing co-op sandbox atmospheric funny great_soundtrack comedy moddable,2015,1714757.0,779.6316630065882,Very Positive,83
shapez 2,https://store.steampowered.com/app/2162800/shapez_2?snr=1_category_4_simulation_100726,management strategy automation futuristic early_access building puzzle crafting simulation sandbox trains space transportation base_building 3d logic singleplayer casual relaxing procedural_generation,2024,6553.0,43.42402376910017,Overwhelmingly Positive,225
DARK SOULS™ III,https://store.steampowered.com/app/374320/DARK_SOULS_III?snr=1_category_4_rpg_100727,souls-like dark_fantasy difficult rpg atmospheric lore-rich third_person exploration story_rich action_rpg co-op great_soundtrack adventure action multiplayer pvp open_world singleplayer character_customization replay_value,2016,249163.0,328.3110843856484,Very Positive,35
Limbus Company,https://store.steampowered.com/app/1973530/Limbus_Company?snr=1_category_4_rpg_100726,lore-rich story_rich turn-based_tactics rpg turn-based_combat visual_novel strategy_rpg singleplayer strategy free_to_play anime pve turn-based_strategy action 2d dark_fantasy sci-fi roguelite great_soundtrack colorful,2023,37527.0,380.0183632734531,Very Positive,100
Dark and Darker,https://store.steampowered.com/app/2016590/Dark_and_Darker?snr=1_category_4_rpg_100726,early_access dungeon_crawler multiplayer medieval loot pvp rpg battle_royale online_co-op pve first-person fantasy survival extraction_shooter class-based magic team-based swordplay exploration dark,2024,48021.0,101.8056338028169,Mostly Positive,39
Sid Meier’s Civilization® VI,https://store.steampowered.com/app/289070/Sid_Meiers_Civilization_VI?snr=1_category_4_simulation_100727,strategy turn-based_strategy multiplayer historical singleplayer grand_strategy turn-based 4x war simulation city_builder tactical management building great_soundtrack moddable online_co-op co-op hex_grid atmospheric,2016,238316.0,633.6851038338658,Very Positive,160
Mount & Blade II: Bannerlord,https://store.steampowered.com/app/261550/Mount__Blade_II_Bannerlord?snr=1_category_4_rpg_100727,medieval strategy open_world rpg war sandbox multiplayer singleplayer action character_customization simulation moddable adventure horses realistic third_person historical first-person great_soundtrack early_access,2022,194924.0,350.59464856230034,Very Positive,118
Stardew Valley,https://store.steampowered.com/app/413150/Stardew_Valley?snr=1_category_4_rpg_100726,farming_sim pixel_graphics life_sim multiplayer rpg relaxing agriculture simulation crafting sandbox indie building singleplayer casual open_world 2d cute dating_sim great_soundtrack fishing,2016,644043.0,300.3831104012777,Overwhelmingly Positive,168
Sins of a Solar Empire II,https://store.steampowered.com/app/1575940/Sins_of_a_Solar_Empire_II?snr=1_category_4_strategy_100726,strategy space 4x rts sci-fi singleplayer multiplayer tactical story_rich co-op pve pvp immersive_sim real-time 3d base_building tutorial competitive choices_matter isometric,2024,3953.0,37.63519952352591,Very Positive,161
Lies of P,https://store.steampowered.com/app/1627720/Lies_of_P?snr=1_category_4_adventure_salebrowseall,souls-like action dark_fantasy action_rpg exploration third_person singleplayer story_rich adventure dark steampunk atmospheric 3d rpg choices_matter multiple_endings gothic violent difficult replay_value,2023,30614.0,53.99859971994399,Very Positive,98
Forza Horizon 5,https://store.steampowered.com/app/1551360/Forza_Horizon_5?snr=1_category_4_adventure_100726,racing open_world driving multiplayer automobile_sim realistic simulation adventure arcade exploration first-person atmospheric sports co-op pvp online_co-op singleplayer beautiful action vr,2021,177814.0,208.85674100863972,Very Positive,73
theHunter: Call of the Wild™,https://store.steampowered.com/app/518790/theHunter_Call_of_the_Wild?snr=1_category_4_simulation_salebrowseall,hunting open_world multiplayer nature relaxing stealth sandbox fps simulation survival realistic online_co-op first-person america co-op walking_simulator immersive_sim shooter sports controller,2017,136012.0,204.92591853035145,Very Positive,226
Tony Hawk's™ Pro Skater™ 1 + 2,https://store.steampowered.com/app/2395210/Tony_Hawks_Pro_Skater_1__2?snr=1_category_4_sportsandracing_salebrowseall,sports skateboarding multiplayer singleplayer arcade co-op character_customization third_person 3d soundtrack music remake great_soundtrack open_world,2023,3253.0,24.323604060913706,Very Positive,191
Divinity: Original Sin 2 - Definitive Edition,https://store.steampowered.com/app/435150/Divinity_Original_Sin_2__Definitive_Edition?snr=1_category_4_rpg_100727,tactical_rpg rpg turn-based_strategy story_rich fantasy character_customization crpg exploration party-based_rpg strategy_rpg pvp female_protagonist co-op_campaign local_co-op choices_matter isometric romance strategy moddable funny,2017,159505.0,239.8009640490058,Overwhelmingly Positive,47
STAR WARS™: The Old Republic™,https://store.steampowered.com/app/1286830/STAR_WARS_The_Old_Republic?snr=1_category_4_rpg_100726,free_to_play mmorpg multiplayer character_customization open_world rpg story_rich choices_matter massively_multiplayer sci-fi adventure space action third_person pvp atmospheric action_rpg party-based_rpg great_soundtrack crpg,2011,62836.0,506.68031150159743,Very Positive,153
Need for Speed™ Unbound,https://store.steampowered.com/app/1846380/Need_for_Speed_Unbound?snr=1_category_4_sportsandracing_salebrowseall,racing multiplayer open_world action driving singleplayer character_customization combat_racing controller arcade casual online_co-op simulation atmospheric sports adventure anime immersive music split_screen,2022,30337.0,57.99660610900379,Mixed,125
Undertale,https://store.steampowered.com/app/391540/Undertale?snr=1_category_4_rpg_100727,great_soundtrack story_rich choices_matter multiple_endings pixel_graphics funny rpg singleplayer indie comedy 2d replay_value bullet_hell cute memes retro dark psychological_horror dating_sim horror,2015,212580.0,57.85637127425485,Overwhelmingly Positive,205
Scythe: Digital Edition,https://store.steampowered.com/app/718560/Scythe_Digital_Edition?snr=1_category_4_strategy_100727,board_game strategy turn-based multiplayer 4x tabletop alternate_history mechs hex_grid turn-based_strategy sci-fi steampunk world_war_i singleplayer historical character_customization hand-drawn tactical pvp war,2018,2900.0,99.14633157681396,Very Positive,155
Frostpunk,https://store.steampowered.com/app/323190/Frostpunk?snr=1_category_4_strategy_100726,city_builder survival resource_management strategy post-apocalyptic steampunk colony_sim building base_building singleplayer simulation management choices_matter atmospheric economy dark difficult rts great_soundtrack real-time_with_pause,2018,93041.0,84.50730146029206,Very Positive,74
DiRT Rally 2.0,https://store.steampowered.com/app/690790/DiRT_Rally_20?snr=1_category_4_sportsandracing_salebrowseall,racing automobile_sim simulation multiplayer driving vr sports offroad realistic difficult singleplayer first-person controller open_world co-op 3d_vision family_friendly trackir action souls-like,2019,31468.0,128.748,Very Positive,45
Steep™,https://store.steampowered.com/app/460920/Steep?snr=1_category_4_sportsandracing_salebrowseall,sports open_world multiplayer action simulation atmospheric exploration great_soundtrack adventure racing snowboarding first-person third_person co-op singleplayer realistic skiing sandbox casual snow,2016,25749.0,38.14599560615139,Very Positive,169
For The King,https://store.steampowered.com/app/527230/For_The_King?snr=1_category_4_strategy_100727,rpg online_co-op strategy open_world roguelike turn-based multiplayer co-op turn-based_combat adventure tabletop roguelite turn-based_strategy party-based_rpg board_game local_co-op indie fantasy hex_grid strategy_rpg,2018,28178.0,64.07924151696606,Very Positive,72
BeamNG.drive,https://store.steampowered.com/app/284160/BeamNGdrive?snr=1_category_4_simulation_salebrowseall,simulation driving realistic physics destruction automobile_sim open_world sandbox racing moddable multiplayer singleplayer early_access first-person third_person funny exploration action adventure flight,2015,249828.0,443.66379310344826,Overwhelmingly Positive,21
Lethal Company,https://store.steampowered.com/app/1966720/Lethal_Company?snr=1_category_4_adventure_salebrowseall,online_co-op horror first-person co-op survival_horror exploration psychological_horror funny sci-fi pve atmospheric procedural_generation aliens time_management adventure dungeon_crawler action early_access action-adventure perma_death,2023,349667.0,73.98941481925304,Overwhelmingly Positive,97
Dead by Daylight,https://store.steampowered.com/app/381210/Dead_by_Daylight?snr=1_category_4_action_salebrowseall,horror survival_horror multiplayer online_co-op co-op survival gore team-based blood stealth third_person violent first-person psychological_horror action atmospheric strategy comedy mature difficult,2016,540378.0,1478.2224889955985,Very Positive,41
The First Descendant,https://store.steampowered.com/app/2074920/The_First_Descendant?snr=1_category_4_action_salebrowseall,free_to_play sexual_content looter_shooter multiplayer third-person_shooter rpg online_co-op action shooter action_rpg third_person singleplayer adventure sci-fi character_customization co-op pve story_rich combat violent,2024,86455.0,116.01897343718794,Mixed,184
Little Nightmares II,https://store.steampowered.com/app/860510/Little_Nightmares_II?snr=1_category_4_adventure_salebrowseall,horror adventure singleplayer puzzle dark atmospheric psychological_horror story_rich stealth action-adventure puzzle_platformer multiplayer indie platformer great_soundtrack 2.5d thriller action co-op violent,2021,31751.0,13.794088276413024,Very Positive,102
PIPE by BMX Streets,https://store.steampowered.com/app/815780/PIPE_by_BMX_Streets?snr=1_category_4_sportsandracing_100727,sports simulation indie bmx bikes open_world multiplayer singleplayer mod,2018,5350.0,98.02953767123287,Very Positive,132
Sonic Frontiers,https://store.steampowered.com/app/1237320/Sonic_Frontiers?snr=1_category_4_adventure_salebrowseall,great_soundtrack open_world adventure 3d_platformer action exploration singleplayer action-adventure fast-paced 3d third_person platformer story_rich combat lore-rich colorful fantasy action_rpg comedy mature,2022,17727.0,50.30724346076459,Very Positive,166
RIDE 3,https://store.steampowered.com/app/759740/RIDE_3?snr=1_category_4_sportsandracing_100727,racing simulation sports motorbike multiplayer bikes competitive atmospheric open_world singleplayer funny driving,2018,4306.0,62.69874752801582,Very Positive,141
Resident Evil 4,https://store.steampowered.com/app/2050650/Resident_Evil_4?snr=1_category_4_action_100727,horror action survival_horror third-person_shooter singleplayer zombies story_rich survival cinematic dark realistic remake gore resource_management adventure third_person psychological_horror 3d violent action-adventure,2023,93344.0,69.09136647212719,Overwhelmingly Positive,145
Car Mechanic Simulator 2021,https://store.steampowered.com/app/1190000/Car_Mechanic_Simulator_2021?snr=1_category_4_simulation_100727,simulation automobile_sim sandbox realistic moddable racing driving 3d education singleplayer first-person immersive_sim puzzle open_world atmospheric adventure minigames indie vr strategy,2021,24893.0,104.2617288880016,Overwhelmingly Positive,26
Total War: WARHAMMER II,https://store.steampowered.com/app/594570/Total_War_WARHAMMER_II?snr=1_category_4_strategy_salebrowseall,strategy fantasy turn-based_strategy rts grand_strategy war multiplayer games_workshop action turn-based singleplayer dark_fantasy co-op tactical real_time_tactics story_rich atmospheric dwarf dinosaurs great_soundtrack,2017,83365.0,818.2404961984794,Very Positive,196
Slay the Spire,https://store.steampowered.com/app/646570/Slay_the_Spire?snr=1_category_4_rpg_100727,roguelike_deckbuilder card_game card_battler roguelike deckbuilding turn-based strategy singleplayer roguelite replay_value indie difficult dungeon_crawler rpg mouse_only 2d great_soundtrack procedural_generation fantasy casual,2019,142437.0,326.4126572170094,Overwhelmingly Positive,163
Age of Wonders 4,https://store.steampowered.com/app/1669000/Age_of_Wonders_4?snr=1_category_4_strategy_100727,strategy 4x character_customization choices_matter rpg strategy_rpg fantasy moddable lore-rich dwarf turn-based_strategy combat grand_strategy magic singleplayer exploration co-op tactical_rpg top-down multiplayer,2023,11171.0,141.74939759036144,Very Positive,8
Dale & Dawson Stationery Supplies,https://store.steampowered.com/app/2920570/Dale__Dawson_Stationery_Supplies?snr=1_category_4_rpg_100726,casual 3d rpg social_deduction first-person multiplayer comedy party-based_rpg tactical_rpg third_person 1990s strategy character_customization online_co-op co-op politics pvp sexual_content,2024,2688.0,13.07591093117409,Very Positive,38
Armello,https://store.steampowered.com/app/290340/Armello?snr=1_category_4_strategy_100727,board_game pvp turn-based_strategy card_game turn-based strategy rpg dark_fantasy 3d atmospheric hand-drawn 2d tabletop multiple_endings fantasy hex_grid lore-rich adventure tactical_rpg grand_strategy,2015,10674.0,117.20239520958084,Very Positive,17
Vampire Survivors,https://store.steampowered.com/app/1794680/Vampire_Survivors?snr=1_category_4_action_100727,action_roguelike bullet_hell pixel_graphics roguelite 2d indie vampire singleplayer casual arcade action roguelike rpg controller retro score_attack dark_fantasy action_rpg local_co-op 1980s,2022,223533.0,82.55611022364218,Overwhelmingly Positive,209
Microsoft Flight Simulator 40th Anniversary Edition,https://store.steampowered.com/app/1250410/Microsoft_Flight_Simulator_40th_Anniversary_Edition?snr=1_category_4_adventure_salebrowseall,simulation flight realistic open_world multiplayer vr singleplayer atmospheric real-time physics adventure colorful family_friendly beautiful trackir surreal controller epic short psychological_horror,2020,58645.0,402.7043408681736,Mostly Positive,114
Party Animals,https://store.steampowered.com/app/1260320/Party_Animals?snr=1_category_4_action_salebrowseall,casual multiplayer funny cute party_game fighting action pvp co-op party family_friendly online_co-op local_multiplayer physics 3d_fighter 4_player_local indie local_co-op team-based action-adventure,2023,38225.0,47.42229797473431,Mostly Positive,134
Dorfromantik,https://store.steampowered.com/app/1455840/Dorfromantik?snr=1_category_4_strategy_100727,puzzle relaxing city_builder turn-based_strategy strategy board_game casual simulation resource_management sandbox turn-based_tactics logic procedural_generation family_friendly controller minimalist indie 3d hand-drawn singleplayer,2022,24428.0,57.3518,Overwhelmingly Positive,48
Destiny 2,https://store.steampowered.com/app/1085660/Destiny_2?snr=1_category_4_action_100726,free_to_play open_world multiplayer looter_shooter fps mmorpg co-op pve pvp shooter massively_multiplayer loot first-person sci-fi action adventure lore-rich space competitive atmospheric,2019,611858.0,1868.1780794569772,Very Positive,44
Team Fortress 2,https://store.steampowered.com/app/440/Team_Fortress_2?snr=1_category_4_action_100726,free_to_play hero_shooter multiplayer fps shooter action class-based team-based funny first-person online_co-op competitive cartoony trading co-op comedy robots tactical cartoon crafting,2007,1118530.0,2594.5703733280097,Very Positive,179
RimWorld,https://store.steampowered.com/app/294100/RimWorld?snr=1_category_4_simulation_salebrowseall,colony_sim base_building survival strategy sandbox management building simulation singleplayer moddable city_builder open_world procedural_generation 2d sci-fi indie space tactical_rpg western cartoony,2018,163874.0,1188.725748502994,Overwhelmingly Positive,147
World of Warships,https://store.steampowered.com/app/552990/World_of_Warships?snr=1_category_4_simulation_salebrowseall,naval_combat free_to_play naval world_war_ii massively_multiplayer multiplayer action tactical pvp historical military online_co-op team-based simulation realistic shooter pve war third-person_shooter co-op,2017,142698.0,781.6774451097805,Mostly Positive,220
Gym Simulator 24,https://store.steampowered.com/app/2559270/Gym_Simulator_24?snr=1_category_4_sportsandracing_100727,simulation immersive_sim casual management life_sim building sports martial_arts 3d_fighter boxing fps 3d 3d_vision realistic colorful cycling economy modern female_protagonist trading,2024,1778.0,9.410919540229886,Very Positive,85
Euro Truck Simulator 2,https://store.steampowered.com/app/227300/Euro_Truck_Simulator_2?snr=1_category_4_simulation_salebrowseall,driving transportation simulation open_world automobile_sim realistic moddable relaxing exploration immersive_sim economy management atmospheric multiplayer controller family_friendly third_person adventure casual indie,2012,597844.0,607.8135254101641,Overwhelmingly Positive,60
World of Tanks,https://store.steampowered.com/app/1407200/World_of_Tanks?snr=1_category_4_simulation_salebrowseall,tanks free_to_play action military pvp vehicular_combat multiplayer team-based tactical massively_multiplayer war historical world_war_ii simulation co-op realistic shooter third_person third-person_shooter pve,2021,79113.0,291.5033033033033,Very Positive,219
OMORI,https://store.steampowered.com/app/1150690/OMORI?snr=1_category_4_rpg_100727,psychological_horror story_rich pixel_graphics indie great_soundtrack rpg multiple_endings rpgmaker hand-drawn horror 2d colorful turn-based atmospheric party-based_rpg exploration jrpg stylized anime fantasy,2020,65939.0,71.70099800399201,Overwhelmingly Positive,128
CarX Street,https://store.steampowered.com/app/1114150/CarX_Street?snr=1_category_4_simulation_100726,racing open_world multiplayer pvp automobile_sim driving sandbox simulation massively_multiplayer exploration sports third_person atmospheric first-person action arcade 3d 3d_vision physics 6dof,2024,5425.0,28.80963368906836,Mixed,28
Totally Accurate Battle Simulator,https://store.steampowered.com/app/508440/Totally_Accurate_Battle_Simulator?snr=1_category_4_simulation_100727,sandbox simulation funny war physics strategy singleplayer realistic indie adventure colorful fantasy 3d comedy action historical family_friendly cute wargame memes,2021,119634.0,125.964852379996,Overwhelmingly Positive,198
Project Zomboid,https://store.steampowered.com/app/108600/Project_Zomboid?snr=1_category_4_rpg_100726,survival zombies open_world open_world_survival_craft multiplayer sandbox post-apocalyptic co-op crafting indie building simulation rpg survival_horror realistic isometric singleplayer 2d adventure early_access,2013,243331.0,456.9219843968794,Very Positive,140
Kenshi,https://store.steampowered.com/app/233860/Kenshi?snr=1_category_4_rpg_100727,open_world sandbox rpg survival strategy building base_building singleplayer post-apocalyptic crafting city_builder indie simulation adventure management rts character_customization ninja alternate_history steampunk,2018,74177.0,402.5141716566866,Overwhelmingly Positive,93
TROUBLESHOOTER: Abandoned Children,https://store.steampowered.com/app/470310/TROUBLESHOOTER_Abandoned_Children?snr=1_category_4_rpg_100727,crpg tactical_rpg turn-based_tactics turn-based strategy_rpg wargame turn-based_strategy female_protagonist party-based_rpg jrpg rpg strategy controller colorful lore-rich turn-based_combat story_rich atmospheric 2d superhero,2020,8314.0,188.04264607118876,Very Positive,176
Bloons TD 6,https://store.steampowered.com/app/960090/Bloons_TD_6?snr=1_category_4_strategy_salebrowseall,tower_defense strategy multiplayer singleplayer online_co-op co-op family_friendly casual 3d cartoony sandbox great_soundtrack difficult funny cute survival action indie 2d adventure,2018,289266.0,277.4610766459876,Overwhelmingly Positive,23
Driftwood,https://store.steampowered.com/app/2223700/Driftwood?snr=1_category_4_sportsandracing_100727,early_access exploration racing sports skating physics driving simulation skateboarding relaxing nature competitive arcade character_customization 3d third_person action controller action-adventure cute,2023,753.0,13.883408071748878,Overwhelmingly Positive,50
Risk of Rain 2,https://store.steampowered.com/app/632360/Risk_of_Rain_2?snr=1_category_4_action_100726,third-person_shooter action_roguelike multiplayer co-op action roguelite roguelike looter_shooter loot online_co-op shooter difficult third_person great_soundtrack indie survival singleplayer soundtrack early_access bullet_hell,2020,198844.0,248.387624750499,Very Positive,148
Once Human,https://store.steampowered.com/app/2139460/Once_Human?snr=1_category_4_action_salebrowseall,survival open_world multiplayer free_to_play co-op shooter horror post-apocalyptic base_building action adventure strategy 3d rpg simulation mmorpg action-adventure pvp singleplayer strategy_rpg,2024,89006.0,114.45827496497898,Mostly Positive,129
Age of Mythology: Retold,https://store.steampowered.com/app/1934680/Age_of_Mythology_Retold?snr=1_category_4_strategy_salebrowseall,strategy rts mythology action_rts base_building fantasy top-down magic multiplayer level_editor resource_management moddable pvp pve story_rich co-op singleplayer tutorial online_co-op 3d,2024,8251.0,35.20832448502867,Very Positive,7
Manor Lords,https://store.steampowered.com/app/1363080/Manor_Lords?snr=1_category_4_strategy_salebrowseall,strategy city_builder simulation base_building grand_strategy management building resource_management sandbox colony_sim historical survival open_world moddable singleplayer medieval rts early_access replay_value economy,2024,47473.0,34.465269461077845,Very Positive,113
PowerWash Simulator,https://store.steampowered.com/app/1290000/PowerWash_Simulator?snr=1_category_4_simulation_100727,casual relaxing simulation first-person multiplayer 3d sandbox funny immersive_sim co-op online_co-op family_friendly story_rich colorful realistic wholesome singleplayer indie cozy atmospheric,2022,41185.0,96.9612774451098,Overwhelmingly Positive,139
The Crew Motorfest,https://store.steampowered.com/app/2698940/The_Crew_Motorfest?snr=1_category_4_sportsandracing_salebrowseall,racing arcade multiplayer open_world driving sandbox singleplayer sports pvp online_co-op co-op 3d,2024,2485.0,33.646246764452115,Mixed,182
The Crew™ 2,https://store.steampowered.com/app/646910/The_Crew_2?snr=1_category_4_action_salebrowseall,racing open_world automobile_sim multiplayer driving massively_multiplayer action flight co-op singleplayer arcade online_co-op first-person third_person america simulation sports atmospheric adventure sandbox,2018,71364.0,117.81186339125225,Mostly Positive,183
MX vs ATV All Out,https://store.steampowered.com/app/520940/MX_vs_ATV_All_Out?snr=1_category_4_sportsandracing_100727,racing sports simulation motocross atv motorbike offroad open_world multiplayer split_screen bikes,2018,1212.0,60.617872340425535,Very Positive,105
TrackDayR,https://store.steampowered.com/app/1511630/TrackDayR?snr=1_category_4_sportsandracing_100727,motocross bikes racing simulation motorbike atv sports driving realistic pvp 3d early_access indie singleplayer massively_multiplayer multiplayer automobile_sim runner offroad first-person,2021,649.0,41.291536050156736,Very Positive,199
EA SPORTS™ WRC,https://store.steampowered.com/app/1849250/EA_SPORTS_WRC?snr=1_category_4_sportsandracing_salebrowseall,racing simulation automobile_sim sports offroad multiplayer pvp singleplayer early_access vr driving,2023,6814.0,63.2179829890644,Mixed,57
F1® Manager 2024,https://store.steampowered.com/app/2591280/F1_Manager_2024?snr=1_category_4_sportsandracing_salebrowseall,simulation strategy racing automobile_sim immersive_sim time_management realistic 3d driving management sports economy family_friendly tactical base_building choices_matter pve resource_management team-based time_manipulation,2024,1732.0,63.43566992014197,Mixed,63
Two Point Hospital,https://store.steampowered.com/app/535930/Two_Point_Hospital?snr=1_category_4_strategy_salebrowseall,simulation medical_sim management building funny singleplayer strategy sandbox indie comedy casual city_builder replay_value cartoony multiplayer isometric family_friendly classic retro tactical,2018,24391.0,91.4759433020563,Very Positive,202
Left 4 Dead 2,https://store.steampowered.com/app/550/Left_4_Dead_2?snr=1_category_4_action_100727,zombies co-op fps multiplayer shooter online_co-op action survival horror first-person gore team-based moddable survival_horror post-apocalyptic singleplayer adventure local_co-op replay_value tactical,2009,670096.0,964.273308045518,Overwhelmingly Positive,96
Aimlabs,https://store.steampowered.com/app/714010/Aimlabs?snr=1_category_4_simulation_100727,free_to_play fps shooter simulation multiplayer first-person singleplayer action esports competitive indie casual sniper fast-paced early_access difficult score_attack tactical adventure third-person_shooter,2023,116386.0,115.55653216140632,Very Positive,9
People Playground,https://store.steampowered.com/app/1118200/People_Playground?snr=1_category_4_simulation_100727,sandbox gore physics blood moddable violent 2d singleplayer destruction simulation funny building pixel_graphics psychological_horror indie action casual horror comedy choose_your_own_adventure,2019,243162.0,254.73747254941105,Overwhelmingly Positive,135
The Ramp,https://store.steampowered.com/app/1506510/The_Ramp?snr=1_category_4_sportsandracing_100726,skateboarding sports skating relaxing minimalist snowboarding bmx sandbox action controller casual arcade singleplayer 3d stylized skiing indie atmospheric driving simulation,2021,1058.0,3.903,Overwhelmingly Positive,186
Liftoff®: FPV Drone Racing,https://store.steampowered.com/app/410340/Liftoff_FPV_Drone_Racing?snr=1_category_4_sportsandracing_salebrowseall,simulation flight racing realistic first-person sports multiplayer immersive_sim indie early_access crafting level_editor singleplayer atmospheric exploration education 3d modern parkour science,2018,9182.0,112.32024048096191,Very Positive,99
Sekiro™: Shadows Die Twice - GOTY Edition,https://store.steampowered.com/app/814380/Sekiro_Shadows_Die_Twice__GOTY_Edition?snr=1_category_4_action_100727,souls-like difficult action singleplayer ninja stealth adventure third_person open_world story_rich violent atmospheric assassin dark_fantasy hack_and_slash rpg gore great_soundtrack rhythm dark,2019,217669.0,109.97923322683708,Overwhelmingly Positive,157
Dyson Sphere Program,https://store.steampowered.com/app/1366540/Dyson_Sphere_Program?snr=1_category_4_simulation_salebrowseall,space automation base_building building open_world resource_management simulation sci-fi management sandbox city_builder strategy singleplayer space_sim 3d third_person early_access indie rts multiplayer,2021,73564.0,299.78738271112,Overwhelmingly Positive,53
Oxygen Not Included,https://store.steampowered.com/app/457140/Oxygen_Not_Included?snr=1_category_4_simulation_100727,colony_sim base_building survival resource_management building singleplayer management 2d simulation sandbox strategy space indie sci-fi exploration difficult open_world multiplayer adventure space_sim,2019,112146.0,543.6433706070287,Overwhelmingly Positive,130
Anno 1800,https://store.steampowered.com/app/916440/Anno_1800?snr=1_category_4_simulation_salebrowseall,city_builder strategy simulation economy multiplayer resource_management sandbox rts exploration singleplayer management co-op historical political building choose_your_own_adventure politics choices_matter story_rich multiple_endings,2019,16958.0,150.15514131088395,Very Positive,14
Fields of Mistria,https://store.steampowered.com/app/2142790/Fields_of_Mistria?snr=1_category_4_simulation_100726,early_access rpg farming_sim simulation dating_sim life_sim romance farming agriculture cute relaxing anime sandbox open_world pixel_graphics 2d crafting building cooking mining,2024,8331.0,37.8246,Overwhelmingly Positive,69
Football Manager 2024,https://store.steampowered.com/app/2252570/Football_Manager_2024?snr=1_category_4_sportsandracing_salebrowseall,simulation sports strategy management football_(soccer) multiplayer esports economy real_time_tactics singleplayer 3d text-based 2d,2023,9784.0,593.195647833899,Very Positive,71
Palworld,https://store.steampowered.com/app/1623730/Palworld?snr=1_category_4_adventure_salebrowseall,open_world multiplayer survival creature_collector open_world_survival_craft crafting co-op adventure sandbox third-person_shooter automation action rpg early_access anime pve 3d indie looter_shooter hack_and_slash,2024,275679.0,98.27385229540918,Very Positive,133
Sea of Thieves: 2024 Edition,https://store.steampowered.com/app/1172620/Sea_of_Thieves_2024_Edition?snr=1_category_4_action_salebrowseall,multiplayer open_world adventure pirates co-op online_co-op action pvp sailing first-person exploration naval pve funny massively_multiplayer fps atmospheric great_soundtrack swordplay singleplayer,2020,293132.0,368.01660664265705,Very Positive,156
Ale & Tale Tavern,https://store.steampowered.com/app/2683150/Ale__Tale_Tavern?snr=1_category_4_simulation_100726,adventure simulation online_co-op cooking fantasy action first-person management co-op sandbox 3d casual economy indie building exploration family_friendly action-adventure party_game singleplayer,2024,1478.0,10.95128552097429,Very Positive,10
Stellaris,https://store.steampowered.com/app/281990/Stellaris?snr=1_category_4_simulation_salebrowseall,space grand_strategy strategy sci-fi 4x exploration sandbox simulation multiplayer singleplayer real-time_with_pause moddable diplomacy management futuristic military replay_value great_soundtrack procedural_generation atmospheric,2016,119399.0,769.649,Very Positive,170
Supermarket Simulator,https://store.steampowered.com/app/2670630/Supermarket_Simulator?snr=1_category_4_simulation_100726,simulation management economy multiplayer singleplayer immersive_sim trading first-person life_sim building capitalism resource_management 3d sandbox realistic casual inventory_management early_access indie driving,2024,48211.0,46.81941669996005,Very Positive,173
LOCKDOWN Protocol,https://store.steampowered.com/app/2780980/LOCKDOWN_Protocol?snr=1_category_4_action_salebrowseall,early_access multiplayer social_deduction conversation action space casual investigation sci-fi real_time_tactics fps puzzle pvp first-person perma_death cute 3d team-based strategy stylized,2024,3459.0,20.94039735099338,Very Positive,95
Walkabout Mini Golf VR,https://store.steampowered.com/app/1408230/Walkabout_Mini_Golf_VR?snr=1_category_4_sportsandracing_100727,sports golf mini_golf vr pvp 3d first-person casual historical colorful minimalist stylized fantasy pirates 6dof atmospheric multiplayer nature physics singleplayer,2021,2656.0,42.6002358490566,Overwhelmingly Positive,212
