game_name,link,genres,release_year,number_of_reviews_from_purchased_people,game_avg_hrs_played,overall_player_rating,game_id
F1® 24,https://store.steampowered.com/app/2488620/F1_24?snr=1_category_4_sportsandracing_salebrowseall,racing sports driving multiplayer automobile_sim vr simulation early_access singleplayer competitive realistic casual co-op online_co-op pvp character_customization horror world_war_ii great_soundtrack esports,2024,4246.0,70.16198419666374,Mixed,62
God of War,https://store.steampowered.com/app/1593500/God_of_War?snr=1_category_4_rpg_100727,action singleplayer story_rich adventure mythology combat third_person rpg hack_and_slash violent open_world fantasy exploration atmospheric gore action_rpg emotional souls-like 3d pve,2022,99229.0,46.73561836039286,Overwhelmingly Positive,77
Magic: The Gathering Arena,https://store.steampowered.com/app/2141910/Magic_The_Gathering_Arena?snr=1_category_4_strategy_salebrowseall,strategy card_game trading_card_game free_to_play deckbuilding pvp turn-based_strategy esports multiplayer fantasy magic tactical gambling lgbtq+,2023,13490.0,200.85289421157685,Mixed,112
Golf Gang,https://store.steampowered.com/app/1151050/Golf_Gang?snr=1_category_4_sportsandracing_100727,mini_golf pvp multiplayer racing arcade sports physics indie family_friendly combat_racing funny co-op cute singleplayer action party_game casual party golf online_co-op,2022,692.0,9.929260450160772,Very Positive,78
MXGP PRO,https://store.steampowered.com/app/798290/MXGP_PRO?snr=1_category_4_sportsandracing_100727,simulation racing sports motocross motorbike multiplayer offroad,2018,777.0,53.16166281755197,Very Positive,110
Summoners War,https://store.steampowered.com/app/2426960/Summoners_War?snr=1_category_4_strategy_100726,free_to_play rpg strategy rts strategy_rpg turn-based_strategy tactical_rpg turn-based_tactics pvp real_time_tactics pve tutorial turn-based_combat lore-rich fantasy colorful anime cinematic multiplayer party-based_rpg,2024,6355.0,407.5370447886145,Mostly Positive,172
Call of Duty®: Black Ops III,https://store.steampowered.com/app/311210/Call_of_Duty_Black_Ops_III?snr=1_category_4_action_salebrowseall,multiplayer zombies fps shooter action first-person singleplayer co-op futuristic illuminati hero_shooter robots sci-fi gore great_soundtrack story_rich atmospheric parkour quick-time_events simulation,2015,132408.0,280.76381104883905,Very Positive,25
Warframe,https://store.steampowered.com/app/230410/Warframe?snr=1_category_4_action_salebrowseall,free_to_play action_rpg looter_shooter third-person_shooter action rpg third_person character_customization massively_multiplayer online_co-op co-op singleplayer pve sci-fi space lore-rich shooter hack_and_slash parkour ninja,2013,591568.0,2056.725294469954,Very Positive,215
Jurassic World Evolution 2,https://store.steampowered.com/app/1244460/Jurassic_World_Evolution_2?snr=1_category_4_simulation_salebrowseall,dinosaurs building simulation management sandbox strategy singleplayer city_builder economy resource_management sci-fi open_world violent atmospheric sequel action multiplayer survival base_building casual,2021,25599.0,105.87737547509502,Very Positive,92
MX vs ATV Legends,https://store.steampowered.com/app/1205970/MX_vs_ATV_Legends?snr=1_category_4_sportsandracing_100726,racing sports arcade 3d first-person realistic third_person driving motocross family_friendly motorbike offroad pvp controller physics multiplayer singleplayer atv open_world vr,2022,1650.0,58.62846580406654,Mostly Positive,106
Dune: Imperium,https://store.steampowered.com/app/1689500/Dune_Imperium?snr=1_category_4_strategy_100727,board_game strategy deckbuilding sci-fi simulation card_game grand_strategy tabletop space_sim top-down dystopian economy fantasy futuristic lore-rich military political space choices_matter combat,2024,2104.0,81.75869120654397,Overwhelmingly Positive,51
Total War: WARHAMMER III,https://store.steampowered.com/app/1142710/Total_War_WARHAMMER_III?snr=1_category_4_action_salebrowseall,strategy turn-based_strategy grand_strategy rts fantasy real_time_tactics war dark_fantasy action tactical atmospheric dwarf games_workshop multiplayer colorful co-op pvp singleplayer story_rich online_co-op,2022,75474.0,476.4281712685074,Mixed,197
American Truck Simulator,https://store.steampowered.com/app/270880/American_Truck_Simulator?snr=1_category_4_simulation_salebrowseall,automobile_sim driving open_world transportation simulation america realistic moddable relaxing exploration economy management atmospheric immersive_sim multiplayer singleplayer adventure casual family_friendly level_editor,2016,131247.0,502.9431137724551,Overwhelmingly Positive,12
Tanuki Sunset,https://store.steampowered.com/app/1251460/Tanuki_Sunset?snr=1_category_4_sportsandracing_100727,racing action indie sports adventure skateboarding skating casual,2020,420.0,9.406666666666666,Very Positive,178
NBA 2K24,https://store.steampowered.com/app/2338770/NBA_2K24?snr=1_category_4_sportsandracing_salebrowseall,sports basketball simulation esports 3d realistic management pvp character_customization controller immersive_sim team-based trading co-op local_co-op local_multiplayer multiplayer gambling online_co-op singleplayer,2023,31089.0,158.22840498192045,Mostly Negative,122
Apex Legends™,https://store.steampowered.com/app/1172470/Apex_Legends?snr=1_category_4_action_salebrowseall,free_to_play battle_royale multiplayer fps shooter first-person pvp action hero_shooter team-based tactical sci-fi survival loot character_customization funny co-op lore-rich cyberpunk cinematic,2020,948818.0,801.2887154861945,Mixed,15
Session: Skate Sim,https://store.steampowered.com/app/861650/Session_Skate_Sim?snr=1_category_4_sportsandracing_100727,sports skateboarding simulation singleplayer indie action realistic third_person difficult exploration funny family_friendly physics early_access character_customization skating immersive_sim parkour multiplayer strategy,2022,11505.0,86.86710896662646,Very Positive,158
Sledders,https://store.steampowered.com/app/2486740/Sledders?snr=1_category_4_sportsandracing_100726,motocross simulation motorbike snow offroad racing sports moddable exploration physics driving character_customization multiplayer immersive_sim 3d early_access realistic third_person bikes sandbox,2023,1711.0,44.08314087759816,Overwhelmingly Positive,164
MXGP 2021 - The Official Motocross Videogame,https://store.steampowered.com/app/1610470/MXGP_2021__The_Official_Motocross_Videogame?snr=1_category_4_sportsandracing_100727,racing simulation sports bikes motocross motorbike pvp multiplayer singleplayer,2021,757.0,44.3121546961326,Very Positive,109
Lonely Mountains: Downhill,https://store.steampowered.com/app/711540/Lonely_Mountains_Downhill?snr=1_category_4_sportsandracing_100727,bikes difficult sports indie racing physics nature singleplayer simulation cycling exploration open_world action 3d fast-paced souls-like offroad funny competitive arcade,2019,2235.0,31.95294117647059,Very Positive,103
Grand Mountain Adventure: Wonderlands,https://store.steampowered.com/app/1247360/Grand_Mountain_Adventure_Wonderlands?snr=1_category_4_sportsandracing_100727,simulation adventure sports casual indie racing skiing snowboarding open_world 3d multiplayer co-op singleplayer beautiful,2022,196.0,14.357723577235772,Very Positive,82
FINAL FANTASY XIV Online,https://store.steampowered.com/app/39210/FINAL_FANTASY_XIV_Online?snr=1_category_4_action_100726,mmorpg rpg massively_multiplayer fantasy character_customization jrpg story_rich open_world multiplayer magic adventure third_person co-op action online_co-op atmospheric exploration action_rpg crafting female_protagonist,2014,70358.0,4171.494610778444,Very Positive,65
WWE 2K24,https://store.steampowered.com/app/2315690/WWE_2K24?snr=1_category_4_sportsandracing_salebrowseall,sports simulation wrestling fighting character_customization singleplayer pvp co-op local_co-op online_co-op multiplayer controller local_multiplayer casual 3d_fighter 3d realistic sandbox,2024,3531.0,113.51788963007884,Mostly Positive,211
ELDEN RING,https://store.steampowered.com/app/1245620/ELDEN_RING?snr=1_category_4_action_salebrowseall,souls-like dark_fantasy open_world rpg difficult action_rpg third_person multiplayer fantasy singleplayer online_co-op action co-op pvp atmospheric great_soundtrack violent 3d character_customization family_friendly,2022,705261.0,304.5951175945222,Very Positive,58
TCG Card Shop Simulator,https://store.steampowered.com/app/3070070/TCG_Card_Shop_Simulator?snr=1_category_4_simulation_salebrowseall,simulation management collectathon economy capitalism singleplayer early_access immersive_sim trading_card_game trading life_sim 3d first-person card_game relaxing casual multiplayer,2024,3122.0,19.28043478260869,Overwhelmingly Positive,175
Visions of Mana,https://store.steampowered.com/app/2490990/Visions_of_Mana?snr=1_category_4_rpg_100726,rpg jrpg party-based_rpg action_rpg 3d cute action lore-rich story_rich colorful fantasy anime magic class-based atmospheric adventure singleplayer old_school open_world,2024,1171.0,33.517105263157895,Very Positive,210
"Warhammer 40,000: Space Marine 2",https://store.steampowered.com/app/2183900/Warhammer_40000_Space_Marine_2?snr=1_category_4_action_salebrowseall,warhammer_40k action third-person_shooter adventure multiplayer action-adventure pve co-op third_person wargame sci-fi 3d narration fantasy space war realistic singleplayer cinematic futuristic,2024,62791.0,37.753456899087965,Very Positive,218
MXGP 2019 - The Official Motocross Videogame,https://store.steampowered.com/app/1018160/MXGP_2019__The_Official_Motocross_Videogame?snr=1_category_4_sportsandracing_100727,simulation racing sports motorbike motocross multiplayer,2019,858.0,47.93946188340807,Very Positive,108
UFO 50,https://store.steampowered.com/app/1147860/UFO_50?snr=1_category_4_adventure_salebrowseall,indie action pixel_graphics retro strategy adventure rpg 2d casual arcade,2024,843.0,15.991215226939971,Very Positive,203
69 Balls,https://store.steampowered.com/app/2335720/69_Balls?snr=1_category_4_sportsandracing_100727,pool football_(soccer) multiplayer pvp funny team-based esports third_person sports action mini_golf football_(american) simulation rts shooter real_time_tactics third-person_shooter 3d cartoony free_to_play,2023,143.0,31.316666666666663,Very Positive,0
GP Bikes,https://store.steampowered.com/app/848050/GP_Bikes?snr=1_category_4_sportsandracing_100727,racing sports bikes simulation motorbike pvp vr esports first-person third_person early_access multiplayer singleplayer trackir,2021,297.0,190.56666666666663,Very Positive,75
All-In-One Sports VR,https://store.steampowered.com/app/1514840/AllInOne_Sports_VR?snr=1_category_4_sportsandracing_100726,simulation vr sports baseball basketball bowling casual boxing archery tennis pool golf arcade esports physics 6dof realistic singleplayer multiplayer action,2023,624.0,10.02710843373494,Very Positive,11
Golf Peaks,https://store.steampowered.com/app/923260/Golf_Peaks?snr=1_category_4_sportsandracing_100727,card_game strategy sports casual isometric management golf colorful family_friendly 2d singleplayer wholesome mini_golf turn-based minimalist puzzle cozy stylized 2.5d nature,2018,658.0,4.844632768361582,Overwhelmingly Positive,80
Dead Rising Deluxe Remaster,https://store.steampowered.com/app/2527390/Dead_Rising_Deluxe_Remaster?snr=1_category_4_action_salebrowseall,action adventure zombies action-adventure sandbox survival spectacle_fighter horror dark dark_comedy time_management singleplayer sci-fi third_person lgbtq+ gore cinematic cute multiple_endings funny,2024,1338.0,10.976631748589847,Very Positive,40
EA SPORTS™ Madden NFL 25,https://store.steampowered.com/app/2582560/EA_SPORTS_Madden_NFL_25?snr=1_category_4_simulation_salebrowseall,simulation strategy football_(american) sports competitive gambling nsfw,2024,865.0,53.86305732484077,Mixed,56
MXGP - The Official Motocross Videogame,https://store.steampowered.com/app/256370/MXGP__The_Official_Motocross_Videogame?snr=1_category_4_sportsandracing_100727,racing sports simulation motocross offroad motorbike multiplayer bikes action realistic adventure singleplayer open_world co-op,2014,1208.0,40.14615384615384,Very Positive,107
Black Myth: Wukong,https://store.steampowered.com/app/2358720/Black_Myth_Wukong?snr=1_category_4_action_salebrowseall,mythology action_rpg action rpg souls-like combat story_rich singleplayer drama action-adventure dark_fantasy atmospheric adventure 3d fantasy hack_and_slash third_person difficult music violent,2024,654820.0,49.454113454113454,Overwhelmingly Positive,22
Monster Energy Supercross - The Official Videogame,https://store.steampowered.com/app/711750/Monster_Energy_Supercross__The_Official_Videogame?snr=1_category_4_sportsandracing_100727,sports simulation racing motorbike motocross bikes cycling multiplayer singleplayer,2018,702.0,58.19294990723562,Very Positive,115
EA SPORTS FC™ 25,https://store.steampowered.com/app/2669320/EA_SPORTS_FC_25?snr=1_category_4_simulation_salebrowseall,simulation sports football_(soccer) esports controller competitive multiplayer family_friendly local_co-op local_multiplayer online_co-op modern pvp singleplayer realistic soundtrack co-op,2024,2594.0,14.484641638225256,Mixed,55
MXGP3 - The Official Motocross Videogame,https://store.steampowered.com/app/561600/MXGP3__The_Official_Motocross_Videogame?snr=1_category_4_sportsandracing_100727,racing sports simulation motocross motorbike offroad multiplayer bikes singleplayer,2017,838.0,43.35645472061657,Very Positive,111
Shawarma Legend,https://store.steampowered.com/app/3036080/Shawarma_Legend?snr=1_category_4_simulation_salebrowseall,simulation life_sim time_management 2d cartoon cooking cartoony comedy funny management crafting singleplayer resource_management,2024,483.0,9.5,Very Positive,159
Train Sim World® 5,https://store.steampowered.com/app/2967990/Train_Sim_World_5?snr=1_category_4_simulation_salebrowseall,simulation adventure automobile_sim immersive_sim first-person realistic vr atmospheric trains driving relaxing family_friendly transportation open_world physics singleplayer story_rich,2024,320.0,13.925311203319502,Mostly Positive,200
Motordoom,https://store.steampowered.com/app/1894720/Motordoom?snr=1_category_4_sportsandracing_100726,skateboarding bmx roguelite arcade action_roguelike shooter bullet_hell roguelike motocross vehicular_combat sports motorbike action 3d arena_shooter bikes demons singleplayer retro third-person_shooter,2024,108.0,3.817307692307693,Very Positive,117
Counter-Strike 2,https://store.steampowered.com/app/730/CounterStrike_2?snr=1_category_4_action_salebrowseall,fps shooter multiplayer competitive action team-based esports tactical first-person pvp online_co-op co-op strategy military war difficult trading realistic fast-paced moddable,2012,8313603.0,2760.852628470171,Very Positive,33
